,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,eth price,data_version,portfolio balance
0,2024-05-30 00:00:00,2024-06-22 16:00:00,2024-06-22,0.93676,0.93053,0.93238,0.93059,-6.32%,-6.95%,-6.76%,-6.94%,0.62%,0.44%,0.62%,-63.51%,-67.08%,-66.06%,-67.05%,-68.76%,-72.33%,-71.31%,-72.30%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.1643937838851113,0.6213906226611199,1.0578175221804187,0.0,Starknet Sepolia,4086.21,3878.5,3797.69,3495.138427734375,2024-06-22 16-00-00,6641.877836000849
