,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,data_version,portfolio balance,rebalance frequency
0,2024-06-29 17:00:00,2024-06-30 02:00:00,2024-06-30,0.99777,0.99838,0.99898,0.99771,-0.22%,-0.16%,-0.10%,-0.23%,-0.06%,-0.12%,0.01%,-88.60%,-79.32%,-63.15%,-89.30%,-93.85%,-84.57%,-68.40%,-94.55%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,8.50603747281e-07,17.870217,6.29684481936e-07,Starknet Sepolia,3933.34,3731.79,3659.56,2024-06-30 02-00-00,66687.90274851189,2
