,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network,wsteth price,reth price,sfrxeth price,data_version
0,2024-05-28 00:00:00,2024-06-20 21:00:00,2024-06-20,0.90822,0.90876,0.90812,0.90864,-9.18%,-9.12%,-9.19%,-9.14%,-0.05%,0.01%,-0.04%,-77.07%,-76.86%,-77.11%,-76.91%,-82.32%,-82.11%,-82.36%,-82.16%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.2,Starknet Sepolia,4110.63,3903.05,3820.01,2024-06-20 21-00-00
