,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,data_version,portfolio balance,rebalance frequency
0,2024-06-29 17:00:00,2024-06-30 09:00:00,2024-06-30,0.99806,0.99972,0.99965,0.99734,-0.19%,-0.03%,-0.03%,-0.27%,-0.17%,-0.16%,0.07%,-65.41%,-14.06%,-17.37%,-76.73%,-70.66%,-19.31%,-22.62%,-81.98%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,5.628790850603747,5.938068,6.076114629684482,Starknet Sepolia,3965.91,3759.35,3673.94,2024-06-30 09-00-00,66969.83444070091,2
