,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network
0,2024-05-28 00:00:00,2024-06-20 08:00:00,2024-06-20,0.92149,0.92413,0.92210,0.92330,-7.85%,-7.59%,-7.79%,-7.67%,-0.26%,-0.06%,-0.18%,-72.19%,-70.92%,-71.90%,-71.32%,-77.44%,-76.17%,-77.15%,-76.57%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.2,393402133025997798000961
