,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,eth price,data_version,portfolio balance
0,2024-05-30 00:00:00,2024-06-22 14:00:00,2024-06-22,0.93377,0.92879,0.93039,0.92723,-6.62%,-7.12%,-6.96%,-7.28%,0.50%,0.34%,0.65%,-65.40%,-68.15%,-67.29%,-68.97%,-70.65%,-73.40%,-72.54%,-74.22%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.16447795168151388,7172575194.443966,4.642322326e-09,4957377597.054103,Starknet Sepolia,4090.33,3881.79,3806.1,3487.23193359375,2024-06-22 14-00-00,48206474367237.61
