,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network
0,2024-05-28 00:00:00,2024-06-20 10:00:00,2024-06-20,0.92247,0.92576,0.92567,0.92553,-7.75%,-7.42%,-7.43%,-7.45%,-0.33%,-0.32%,-0.31%,-71.60%,-69.98%,-70.02%,-70.09%,-76.85%,-75.23%,-75.27%,-75.34%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.2,393402133025997798000961
