,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network
0,2024-05-28 00:00:00,2024-06-20 04:00:00,2024-06-20,0.91425,0.91547,0.91502,0.91505,-8.58%,-8.45%,-8.50%,-8.49%,-0.12%,-0.08%,-0.08%,-75.67%,-75.15%,-75.35%,-75.33%,-80.92%,-80.40%,-80.60%,-80.58%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.2,393402133025997798000961
