,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,network,wsteth price,reth price,sfrxeth price,eth price,data_version
0,2024-05-30 00:00:00,2024-06-22 02:00:00,2024-06-22,0.93564,0.93119,0.93276,0.92932,-6.44%,-6.88%,-6.72%,-7.07%,0.45%,0.29%,0.63%,-65.10%,-67.63%,-66.76%,-68.65%,-70.35%,-72.88%,-72.01%,-73.90%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,Starknet Sepolia,4095.5,3890.12,3811.92,3497.417236328125,2024-06-22 02-00-00
