,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network,wsteth price,reth price,sfrxeth price,data_version
0,2024-05-28 00:00:00,2024-06-22 03:00:00,2024-06-22,0.90327,0.90456,0.90344,0.90515,-9.67%,-9.54%,-9.66%,-9.49%,-0.13%,-0.02%,-0.19%,-77.21%,-76.74%,-77.15%,-76.51%,-82.46%,-81.99%,-82.40%,-81.76%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.1646133023117225,Starknet Sepolia,4095.5,3890.12,3811.92,2024-06-22 03-00-00
