,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,data_version,portfolio balance,rebalance frequency
0,2024-06-29 17:00:00,2024-06-29 23:00:00,2024-06-29,0.99801,0.99862,0.99872,0.99743,-0.20%,-0.14%,-0.13%,-0.26%,-0.06%,-0.07%,0.06%,-94.55%,-86.65%,-84.59%,-97.68%,-99.80%,-91.90%,-89.84%,-102.93%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,4.408429850603747,5.6e-17,13.480572629684483,Starknet Sepolia,3947.02,3743.46,3670.22,2024-06-29 23-00-00,66876.82806585058,2
