,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network,wsteth price,reth price,sfrxeth price,data_version
0,2024-05-28 00:00:00,2024-06-21 20:00:00,2024-06-21,0.90106,0.90261,0.90120,0.90411,-9.89%,-9.74%,-9.88%,-9.59%,-0.15%,-0.01%,-0.30%,-78.40%,-77.85%,-78.35%,-77.30%,-83.65%,-83.10%,-83.60%,-82.55%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.12423534199882304,Starknet Sepolia,4116.15,3908.9,3830.07,2024-06-21 20-00-00
