,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,data_version,portfolio balance,rebalance frequency
0,2024-06-29 17:00:00,2024-06-30 01:00:00,2024-06-30,0.99553,0.99614,0.99650,0.99485,-0.45%,-0.39%,-0.35%,-0.52%,-0.06%,-0.10%,0.07%,-99.26%,-98.56%,-97.85%,-99.65%,-104.51%,-103.81%,-103.10%,-104.90%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,8.50603747281e-07,17.870217,6.29684481936e-07,Starknet Sepolia,3935.4,3726.83,3653.43,2024-06-30 01-00-00,66599.26647008416,2
