,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,network,wsteth price,reth price,sfrxeth price,data_version
0,2024-05-28 00:00:00,2024-06-20 17:00:00,2024-06-20,0.90844,0.90635,0.90831,0.90649,-9.16%,-9.36%,-9.17%,-9.35%,0.21%,0.01%,0.20%,-77.22%,-78.01%,-77.27%,-77.97%,-82.47%,-83.26%,-82.52%,-83.22%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.2,Starknet Sepolia,4120.39391544,3927.945162426,3837.518644839,2024-06-20 17-00-00
