,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return,current risk free,address,eth balance,wsteth balance,reth balance,sfrxeth balance,network,wsteth price,reth price,sfrxeth price,eth price,data_version,portfolio balance
0,2024-05-31 00:00:00,2024-06-23 17:00:00,2024-06-23,0.93419,0.93115,0.92994,0.93098,-6.58%,-6.88%,-7.01%,-6.90%,0.30%,0.43%,0.32%,-64.96%,-66.68%,-67.34%,-66.77%,-70.21%,-71.93%,-72.59%,-72.02%,5.25%,0x05ACcd31c28E14E9f9Da38e7407Ae1958344179CfBf48b6b1795c9965d464e45,0.15170845098022034,86827.58794970244,296848.11218626023,44386.945200687274,Starknet Sepolia,4033.31,3815.45,3745.5,3416.99755859375,2024-06-23 17-00-00,1649063011.643655
