,ds,RETH,SFRXETH,WSTETH
505,2024-06-17 01:00:00,4017.78,3934.58,4240.85
506,2024-06-17 02:00:00,4017.87,3937.09,4241.43
507,2024-06-17 03:00:00,3993.68,3921.16,4221.62
508,2024-06-17 04:00:00,3986.74,3905.93,4201.55
509,2024-06-17 05:00:00,3973.76,3895.2,4184.72
510,2024-06-17 06:00:00,3981.27,3901.41,4192.69
511,2024-06-17 07:00:00,3970.01,3873.77,4187.06
512,2024-06-17 08:00:00,3953.82,3870.56,4179.44
513,2024-06-17 09:00:00,3943.04,3863.36,4153.47
514,2024-06-17 10:00:00,3929.43,3852.08,4142.43
515,2024-06-17 11:00:00,3908.07,3823.94,4138.49
516,2024-06-17 12:00:00,3903.4,3826.99,4105.39
517,2024-06-17 13:00:00,3913.0,3828.91,4112.19
518,2024-06-17 14:00:00,3922.61,3831.77,4120.12
519,2024-06-17 15:00:00,3876.96,3801.06,4094.55
520,2024-06-17 16:00:00,3902.65,3833.99,4110.42
521,2024-06-17 17:00:00,3890.31,3801.21,4099.44
522,2024-06-17 18:00:00,3883.37,3833.33,4085.69
523,2024-06-17 19:00:00,3917.35,3853.0,4160.49
524,2024-06-17 20:00:00,3941.12,3838.52,4149.33
525,2024-06-17 21:00:00,3945.22,3810.66,4155.76
526,2024-06-17 22:00:00,3905.8,3798.93,4116.66
527,2024-06-17 23:00:00,3911.96,3804.28,4117.95
528,2024-06-18 00:00:00,3914.26,3836.9,4115.47
529,2024-06-18 01:00:00,3901.74,3819.11,4107.23
530,2024-06-18 02:00:00,3852.89,3734.28,4064.14
531,2024-06-18 03:00:00,3776.36,3683.45,3997.2
532,2024-06-18 04:00:00,3811.77,3733.93,4020.23
533,2024-06-18 05:00:00,3812.82,3738.38,4013.03
534,2024-06-18 06:00:00,3817.01,3744.38,4016.66
535,2024-06-18 07:00:00,3821.63,3738.15,4014.4
536,2024-06-18 08:00:00,3810.39,3728.26,4017.69
537,2024-06-18 09:00:00,3822.35,3737.47,4026.34
538,2024-06-18 10:00:00,3828.13,3740.62,4033.91
539,2024-06-18 11:00:00,3812.95,3731.01,4025.77
540,2024-06-18 12:00:00,3805.3,3724.74,4008.52
541,2024-06-18 13:00:00,3790.02,3711.86,3997.08
542,2024-06-18 14:00:00,3771.56,3684.98,3980.25
543,2024-06-18 15:00:00,3767.65,3684.82,3968.63
544,2024-06-18 16:00:00,3788.16,3725.53,3994.08
545,2024-06-18 17:00:00,3795.05,3706.76,3993.32
546,2024-06-18 18:00:00,3785.79,3709.87,3992.53
547,2024-06-18 19:00:00,3786.73,3706.08,3992.04
548,2024-06-18 20:00:00,3788.14,3699.09,3983.27
549,2024-06-18 21:00:00,3775.43,3719.68,3981.57
550,2024-06-18 22:00:00,3809.37,3765.2,3991.73
551,2024-06-18 23:00:00,3861.97,3785.47,4063.74
552,2024-06-19 00:00:00,3861.27,3781.35,4059.37
553,2024-06-19 01:00:00,3862.39,3783.82,4068.25
554,2024-06-19 02:00:00,3869.17,3799.54,4075.95
555,2024-06-19 03:00:00,3894.71,3820.48,4113.28
556,2024-06-19 04:00:00,3928.37,3844.37,4137.33
557,2024-06-19 05:00:00,3962.62,3882.31,4168.0
558,2024-06-19 06:00:00,3953.51,3872.24,4173.72
559,2024-06-19 07:00:00,3949.69,3869.38,4165.6
560,2024-06-19 08:00:00,3945.74,3871.56,4168.02
561,2024-06-19 09:00:00,3931.47,3854.37,4140.89
562,2024-06-19 10:00:00,3926.87,3840.36,4136.89
563,2024-06-19 11:00:00,3920.48,3840.65,4137.12
564,2024-06-19 12:00:00,3935.82,3857.02,4147.62
565,2024-06-19 13:00:00,3921.24,3844.15,4131.55
566,2024-06-19 14:00:00,3929.07,3857.37,4142.57
567,2024-06-19 15:00:00,3930.99,3850.4,4145.27
568,2024-06-19 16:00:00,3913.12,3825.59,4124.99
569,2024-06-19 17:00:00,3915.4,3832.04,4123.92
570,2024-06-19 18:00:00,3935.21,3853.8,4132.54
571,2024-06-19 19:00:00,3959.47,3874.52,4163.48
572,2024-06-19 20:00:00,3954.62,3866.22,4162.75
573,2024-06-19 21:00:00,3936.02,3852.37,4152.33
