From Date,To Date,avg_portfolio_value,avg_latest_portfolio_value,Normalized rETH,Normalized sfrxETH,Normalized wstETH
2023-01-10,2024-06-18,1.9652543538370786,3.317157155546576,2.7753720308736027,2.855270789130695,2.8420791658698454
