,start date,end date,optimizer latest portfolio value,optimizer cumulative return,rEth cumulative return,wstEth cumulative return,sfrxEth cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rEth CAGR,wstEth CAGR,sfrxEth CAGR,optimizer expected return,rEth expected return,wstEth expected return,sfrxEth expected return
0,2023-01-10 00:00:00,2024-06-18 00:00:00,"Portfolio_Value    3.351327
Name: 2024-06-18 00:00:00, dtype: float64",2.351326698085031,1.7753720308736027,1.8420791658698454,1.855270789130695,0.5759546672114282,0.5092475322151855,0.49605590895433593,1.3195343449400352,1.0343463642274835,1.068241102472256,1.0749151297170725,1.2671343449400352,0.9819463642274835,1.015841102472256,1.0225151297170725
