,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rEth cumulative return,wstEth cumulative return,sfrxEth cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rEth CAGR,wstEth CAGR,sfrxEth CAGR,optimizer expected return,rEth expected return,wstEth expected return,sfrxEth expected return
0,2024-05-26 00:00:00,2024-06-19 00:00:00,2024-06-18,0.93401,0.93074,0.92964,0.93025,-6.60%,-6.93%,-7.04%,-6.98%,0.33%,0.44%,0.38%,-64.62%,-66.45%,-67.06%,-66.72%,-69.87%,-71.70%,-72.31%,-71.97%
