 ,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return
0,2024-05-27 00:00:00,2024-06-19 21:00:00,2024-06-19,0.93135,0.92757,0.92534,0.92601,-6.86%,-7.24%,-7.47%,-7.40%,0.38%,0.60%,0.53%,-66.31%,-68.35%,-69.49%,-69.15%,-71.56%,-73.60%,-74.74%,-74.40%
