,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return
0,2024-05-27 00:00:00,2024-06-19 19:00:00,2024-06-19,0.93110,0.93309,0.92782,0.93133,-6.89%,-6.69%,-7.22%,-6.87%,-0.20%,0.33%,-0.02%,-66.58%,-65.46%,-68.34%,-66.45%,-71.83%,-70.71%,-73.59%,-71.70%
