,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return
0,2024-05-27 00:00:00,2024-06-19 18:00:00,2024-06-19,0.92463,0.92738,0.92093,0.92635,-7.54%,-7.26%,-7.91%,-7.37%,-0.27%,0.37%,-0.17%,-70.03%,-68.64%,-71.83%,-69.17%,-75.28%,-73.89%,-77.08%,-74.42%
