,start date,current date,today,optimizer latest portfolio value,reth latest value,wsteth latest value,sfrxeth latest value,optimizer cumulative return,rETH cumulative return,wstETH cumulative return,sfrxETH cumulative return,optimizer Excess Return over rETH,optimizer Excess Return over wstETH,optimizer Excess Return over sfrxETH,optimizer CAGR,rETH CAGR,wstETH CAGR,sfrxETH CAGR,optimizer expected return,rETH expected return,wstETH expected return,sfrxETH expected return
0,2024-05-27 00:00:00,2024-06-19 23:00:00,2024-06-19,0.93111,0.93325,0.92941,0.93289,-6.89%,-6.68%,-7.06%,-6.71%,-0.21%,0.17%,-0.18%,-66.32%,-65.12%,-67.24%,-65.32%,-71.57%,-70.37%,-72.49%,-70.57%
